X,Y,Z,Roll,Pitch,Yaw
0.0,0.0,0.0,0.0,0.0,0.0
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198913,0.30818499326705934,-1.290202045440674
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.08711902499198913,0.30818499326705934,-1.290202045440674
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198915,0.3081849932670593,-1.2902020454406735
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.2902020454406742
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198917,0.3081849932670594,-1.2902020454406742
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198912,0.30818499326705917,-1.2902020454406726
0.3979978278636953,0.038765484968375785,0.0884715270996228,-0.08711902499198923,0.3081849932670594,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198901,0.3081849932670594,-1.2902020454406726
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.30818499326705895,-1.2902020454406726
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.08711902499198923,0.30818499326705984,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198912,0.30818499326705895,-1.2902020454406726
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.2902020454406726
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.0884715270996228,-0.08711902499198933,0.3081849932670594,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198891,0.3081849932670594,-1.2902020454406693
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198933,0.3081849932670594,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.08847152709959616,-0.08711902499198891,0.30818499326705856,-1.2902020454406693
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198933,0.3081849932670602,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198891,0.30818499326705856,-1.2902020454406693
0.39799782786369364,0.03876548496837662,0.0884715270996228,-0.08711902499198933,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.038765484968375785,0.0884715270996228,-0.08711902499198912,0.3081849932670602,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.30818499326705856,-1.2902020454406693
0.39799782786369364,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.03876548496837662,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.038765484968375785,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.2902020454406626
0.39799782786369364,0.038765484968375785,0.0884715270996228,-0.08711902499198912,0.30818499326706106,-1.290202045440676
0.39799782786369364,0.03876548496837662,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.038765484968375785,0.08847152709959616,-0.08711902499198954,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.038765484968375785,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.0871190249919887,0.3081849932670577,-1.2902020454406626
0.39799782786369364,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.39799782786369364,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.2902020454406626
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.3081849932670594,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198912,0.3081849932670594,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198954,0.3081849932670594,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.0871190249919887,0.3081849932670577,-1.2902020454406626
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198954,0.3081849932670594,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.08847152709959616,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.39799782786368865,0.03876548496837662,0.08847152709959616,-0.08711902499198787,0.3081849932670577,-1.2902020454406493
0.3979978278636953,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.0884715270996228,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.3979978278636953,0.038765484968375785,0.0884715270996228,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.038765484968375785,0.08847152709959616,-0.08711902499198787,0.3081849932670577,-1.2902020454406493
0.397997827863692,0.038765484968375785,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.3979978278636953,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.3979978278636953,0.03876548496837495,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837495,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.39799782786369864,0.03876548496837662,0.08847152709959616,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.0871190249919887,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.39799782786369864,0.03876548496837495,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.3979978278636853,0.03876548496837662,0.08847152709959616,-0.08711902499198787,0.3081849932670577,-1.2902020454406493
0.39799782786369864,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837495,0.08847152709959616,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.39799782786369864,0.03876548496837495,0.0884715270996228,-0.0871190249919887,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.08847152709959616,-0.08711902499198954,0.30818499326706106,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198954,0.3081849932670577,-1.290202045440676
0.397997827863692,0.03876548496837662,0.0884715270996228,-0.08711902499198787,0.30818499326706106,-1.290202045440676
